Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
4363.217892	181.916644	40.683333
4363.055680	182.317524	40.700000
4363.217517	182.291821	40.716667
4363.055680	182.317524	40.733333
4363.217517	182.291821	40.750000
4363.217517	182.291821	40.766667
4363.055680	182.317524	40.783333
4363.055680	182.317524	40.800000
4363.055680	182.317524	40.816667
4363.217517	182.291821	40.833333
4363.055305	182.692767	40.850000
4363.217517	182.291821	40.866667
4363.055680	182.317524	40.883333
4363.056055	181.942349	40.900000
4363.055680	182.317524	40.916667
4363.055680	182.317524	40.933333
4363.217142	182.667065	40.950000
4363.217517	182.291821	40.966667
4363.055680	182.317524	40.983333
4363.055680	182.317524	41.000000
4363.217517	182.291821	41.016667
4363.055680	182.317524	41.033333
4363.217517	182.291821	41.050000
4363.055680	182.317524	41.066667
4363.217517	182.291821	41.083333
4363.055680	182.317524	41.100000
4363.217517	182.291821	41.116667
4363.055680	182.317524	41.133333
4363.217517	182.291821	41.150000
4363.217892	181.916644	41.166667
4363.056055	181.942349	41.183333
4363.055680	182.317524	41.200000
4363.055680	182.317524	41.216667
4363.379354	182.266118	41.233333
4363.055680	182.317524	41.250000
4363.217517	182.291821	41.266667
4363.217892	181.916644	41.283333
4363.056055	181.942349	41.300000
4363.056055	181.942349	41.316667
4363.217892	181.916644	41.333333
4363.056055	181.942349	41.350000
4363.055680	182.317524	41.366667
4363.055680	182.317524	41.383333
4363.056055	181.942349	41.400000
4363.055680	182.317524	41.416667
4363.217892	181.916644	41.433333
4362.894218	181.968054	41.450000
4363.379354	182.266118	41.466667
4363.056055	181.942349	41.483333
4363.217517	182.291821	41.500000
4363.056055	181.942349	41.516667
4363.055680	182.317524	41.533333
4363.217517	182.291821	41.550000
4363.217892	181.916644	41.566667
4363.056055	181.942349	41.583333
4363.217892	181.916644	41.600000
4363.056055	181.942349	41.616667
4363.218267	181.541536	41.633333
4362.894218	181.968054	41.650000
4363.217517	182.291821	41.666667
4363.217892	181.916644	41.683333
4363.056055	181.942349	41.700000
4363.056055	181.942349	41.716667
4363.056055	181.942349	41.733333
4363.379729	181.890940	41.750000
4363.056055	181.942349	41.766667
4363.217892	181.916644	41.783333
4363.056055	181.942349	41.800000
4363.217892	181.916644	41.816667
4363.056055	181.942349	41.833333
4363.217892	181.916644	41.850000
4362.894218	181.968054	41.866667
4363.379729	181.890940	41.883333
4362.894218	181.968054	41.900000
4363.379729	181.890940	41.916667
4363.056055	181.942349	41.933333
4363.056055	181.942349	41.950000
4363.055680	182.317524	41.966667
4363.379729	181.890940	41.983333
4362.894218	181.968054	42.000000
4363.217892	181.916644	42.016667
4363.379729	181.890940	42.033333
4363.056430	181.567242	42.050000
4363.056055	181.942349	42.066667
4363.217892	181.916644	42.083333
4363.056055	181.942349	42.100000
4363.056430	181.567242	42.116667
4363.217892	181.916644	42.133333
4363.218267	181.541536	42.150000
4363.217892	181.916644	42.166667
4363.056055	181.942349	42.183333
4363.056430	181.567242	42.200000
4363.217892	181.916644	42.216667
4363.056055	181.942349	42.233333
4363.056055	181.942349	42.250000
4363.217892	181.916644	42.266667
4363.056055	181.942349	42.283333
4363.056055	181.942349	42.300000
4363.217892	181.916644	42.316667
4363.056055	181.942349	42.333333
4363.217892	181.916644	42.350000
4363.056055	181.942349	42.366667
4363.217892	181.916644	42.383333
4363.056055	181.942349	42.400000
4363.217892	181.916644	42.416667
4363.056055	181.942349	42.433333
4363.217892	181.916644	42.450000
4363.056430	181.567242	42.466667
4363.217892	181.916644	42.483333
4363.056055	181.942349	42.500000
4363.217892	181.916644	42.516667
4363.056055	181.942349	42.533333
4363.217892	181.916644	42.550000
4362.894593	181.592948	42.566667
4363.379729	181.890940	42.583333
4363.056430	181.567242	42.600000
4363.218267	181.541536	42.616667
4363.056430	181.567242	42.633333
4363.056430	181.567242	42.650000
4363.056430	181.567242	42.666667
4363.217517	182.291821	42.683333
4363.056055	181.942349	42.700000
4363.218267	181.541536	42.716667
4363.056430	181.567242	42.733333
4363.218267	181.541536	42.750000
4363.056430	181.567242	42.766667
4363.056055	181.942349	42.783333
4362.894218	181.968054	42.800000
4363.217892	181.916644	42.816667
4363.217892	181.916644	42.833333
4363.218267	181.541536	42.850000
4363.056055	181.942349	42.866667
4363.056430	181.567242	42.883333
4363.056055	181.942349	42.900000
4363.056055	181.942349	42.916667
4363.217892	181.916644	42.933333
4362.894593	181.592948	42.950000
4363.217892	181.916644	42.966667
4363.056430	181.567242	42.983333
4363.217892	181.916644	43.000000
4363.218267	181.541536	43.016667
4363.056430	181.567242	43.033333
4363.056430	181.567242	43.050000
4363.056430	181.567242	43.066667
4363.056055	181.942349	43.083333
4363.217892	181.916644	43.100000
4363.056055	181.942349	43.116667
4363.379729	181.890940	43.133333
4363.056430	181.567242	43.150000
4363.218267	181.541536	43.166667
4363.056430	181.567242	43.183333
4363.056430	181.567242	43.200000
4363.056430	181.567242	43.216667
4363.056055	181.942349	43.233333
4363.217892	181.916644	43.250000
4363.218267	181.541536	43.266667
4363.056430	181.567242	43.283333
4362.894593	181.592948	43.300000
4363.056055	181.942349	43.316667
4363.218267	181.541536	43.333333
4363.056055	181.942349	43.350000
4363.217892	181.916644	43.366667
4363.056430	181.567242	43.383333
4363.056430	181.567242	43.400000
4363.218267	181.541536	43.416667
4363.056430	181.567242	43.433333
4363.218267	181.541536	43.450000
4363.056430	181.567242	43.466667
4363.380104	181.515830	43.483333
4362.894593	181.592948	43.500000
4363.218267	181.541536	43.516667
4363.056430	181.567242	43.533333
4363.217892	181.916644	43.550000
4363.056430	181.567242	43.566667
4363.218267	181.541536	43.583333
4363.056430	181.567242	43.600000
4363.218642	181.166496	43.616667
4363.218267	181.541536	43.633333
4363.056430	181.567242	43.650000
4363.056055	181.942349	43.666667
4363.218267	181.541536	43.683333
4363.056805	181.192204	43.700000
4362.894593	181.592948	43.716667
4363.218267	181.541536	43.733333
4363.056430	181.567242	43.750000
4363.218267	181.541536	43.766667
4363.056430	181.567242	43.783333
4363.056430	181.567242	43.800000
4363.056055	181.942349	43.816667
4363.380104	181.515830	43.833333
4363.056430	181.567242	43.850000
4363.218642	181.166496	43.866667
4363.056430	181.567242	43.883333
4363.056430	181.567242	43.900000
4363.056430	181.567242	43.916667
4363.218267	181.541536	43.933333
4363.218267	181.541536	43.950000
4363.056805	181.192204	43.966667
4363.218267	181.541536	43.983333
4363.056430	181.567242	44.000000
4363.218267	181.541536	44.016667
4363.056430	181.567242	44.033333
4363.218267	181.541536	44.050000
4363.218642	181.166496	44.066667
4363.218267	181.541536	44.083333
4362.894593	181.592948	44.100000
4363.218267	181.541536	44.116667
4363.056805	181.192204	44.133333
4363.218267	181.541536	44.150000
4362.894593	181.592948	44.166667
4363.218267	181.541536	44.183333
4363.056430	181.567242	44.200000
4363.380479	181.140788	44.216667
4362.894968	181.217912	44.233333
4363.218267	181.541536	44.250000
4363.056805	181.192204	44.266667
4363.218642	181.166496	44.283333
4363.056805	181.192204	44.300000
4363.056430	181.567242	44.316667
4363.218267	181.541536	44.333333
4363.218642	181.166496	44.350000
4363.218642	181.166496	44.366667
4363.056805	181.192204	44.383333
4363.056430	181.567242	44.400000
4363.056430	181.567242	44.416667
4363.380479	181.140788	44.433333
4363.056805	181.192204	44.450000
4363.056805	181.192204	44.466667
4363.056430	181.567242	44.483333
4363.380104	181.515830	44.500000
4363.056805	181.192204	44.516667
4363.056805	181.192204	44.533333
4363.218642	181.166496	44.550000
4363.056805	181.192204	44.566667
4363.056805	181.192204	44.583333
4363.056430	181.567242	44.600000
4363.056805	181.192204	44.616667
4363.056805	181.192204	44.633333
4363.218267	181.541536	44.650000
4363.218642	181.166496	44.666667
4362.894968	181.217912	44.683333
4362.894593	181.592948	44.700000
4363.056805	181.192204	44.716667
4363.380479	181.140788	44.733333
4363.057180	180.817233	44.750000
4363.056430	181.567242	44.766667
4363.056805	181.192204	44.783333
4363.056805	181.192204	44.800000
4363.380479	181.140788	44.816667
4363.057180	180.817233	44.833333
4363.056805	181.192204	44.850000
4363.218642	181.166496	44.866667
4363.218642	181.166496	44.883333
4362.894968	181.217912	44.900000
4363.218642	181.166496	44.916667
4363.056805	181.192204	44.933333
4363.218267	181.541536	44.950000
4363.218642	181.166496	44.966667
4363.057180	180.817233	44.983333
4363.056805	181.192204	45.000000
4363.218267	181.541536	45.016667
4363.218642	181.166496	45.033333
4363.219017	180.791524	45.050000
4363.056805	181.192204	45.066667
4363.056805	181.192204	45.083333
4363.218642	181.166496	45.100000
4363.056805	181.192204	45.116667
4363.056430	181.567242	45.133333
4363.218642	181.166496	45.150000
4363.218642	181.166496	45.166667
4363.057180	180.817233	45.183333
4363.056805	181.192204	45.200000
4363.219017	180.791524	45.216667
4363.056805	181.192204	45.233333
4363.056805	181.192204	45.250000
4363.380479	181.140788	45.266667
4363.057180	180.817233	45.283333
4362.894968	181.217912	45.300000
4363.218642	181.166496	45.316667
4363.057180	180.817233	45.333333
4363.056805	181.192204	45.350000
4363.219017	180.791524	45.366667
4363.056805	181.192204	45.383333
4363.219017	180.791524	45.400000
4363.056805	181.192204	45.416667
4363.056805	181.192204	45.433333
4363.056805	181.192204	45.450000
4363.218642	181.166496	45.466667
4363.218642	181.166496	45.483333
4363.056805	181.192204	45.500000
4363.056805	181.192204	45.516667
4363.219017	180.791524	45.533333
4363.219017	180.791524	45.550000
4363.219017	180.791524	45.566667
4363.057180	180.817233	45.583333
4362.895343	180.842943	45.600000
4363.056805	181.192204	45.616667
4363.218642	181.166496	45.633333
4363.219017	180.791524	45.650000
4363.219017	180.791524	45.666667
4362.895343	180.842943	45.683333
4363.056805	181.192204	45.700000
4363.218642	181.166496	45.716667
4363.056805	181.192204	45.733333
4363.218642	181.166496	45.750000
4363.056805	181.192204	45.766667
4363.219017	180.791524	45.783333
4363.056805	181.192204	45.800000
4363.219017	180.791524	45.816667
4362.895343	180.842943	45.833333
4363.380479	181.140788	45.850000
4362.895343	180.842943	45.866667
4363.218642	181.166496	45.883333
4363.057180	180.817233	45.900000
4363.219017	180.791524	45.916667
4363.057180	180.817233	45.933333
4363.057180	180.817233	45.950000
4363.057180	180.817233	45.966667
4363.219017	180.791524	45.983333
4363.218642	181.166496	46.000000
4363.057180	180.817233	46.016667
4362.895343	180.842943	46.033333
4363.219017	180.791524	46.050000
4363.219017	180.791524	46.066667
4363.219017	180.791524	46.083333
4363.219017	180.791524	46.100000
4362.895343	180.842943	46.116667
4363.219017	180.791524	46.133333
4363.057180	180.817233	46.150000
4363.219017	180.791524	46.166667
4362.894968	181.217912	46.183333
4363.219017	180.791524	46.200000
4363.219017	180.791524	46.216667
4363.219017	180.791524	46.233333
4363.057180	180.817233	46.250000
4363.218642	181.166496	46.266667
4363.057180	180.817233	46.283333
4363.057180	180.817233	46.300000
4363.057180	180.817233	46.316667
4363.057180	180.817233	46.333333
4363.219017	180.791524	46.350000
4363.219017	180.791524	46.366667
4363.219017	180.791524	46.383333
4362.895343	180.842943	46.400000
4363.219017	180.791524	46.416667
4363.057180	180.817233	46.433333
4363.218642	181.166496	46.450000
4363.057180	180.817233	46.466667
4363.219017	180.791524	46.483333
4363.057180	180.817233	46.500000
4363.380854	180.765815	46.516667
4363.057180	180.817233	46.533333
4363.219017	180.791524	46.550000
4363.219392	180.416620	46.566667
4363.057180	180.817233	46.583333
4362.895343	180.842943	46.600000
4363.219017	180.791524	46.616667
4362.895718	180.468042	46.633333
4363.219017	180.791524	46.650000
4363.219017	180.791524	46.666667
4363.057180	180.817233	46.683333
4363.219017	180.791524	46.700000
4363.219017	180.791524	46.716667
4363.219392	180.416620	46.733333
4363.057180	180.817233	46.750000
4363.057180	180.817233	46.766667
4362.895343	180.842943	46.783333
4363.056805	181.192204	46.800000
4363.219017	180.791524	46.816667
4363.219017	180.791524	46.833333
4363.057180	180.817233	46.850000
4363.219017	180.791524	46.866667
4362.895718	180.468042	46.883333
4363.219017	180.791524	46.900000
4363.057180	180.817233	46.916667
4363.057180	180.817233	46.933333
4363.219017	180.791524	46.950000
4363.219392	180.416620	46.966667
4363.057180	180.817233	46.983333
4363.057180	180.817233	47.000000
4363.057180	180.817233	47.016667
4363.219017	180.791524	47.033333
4363.057180	180.817233	47.050000
4363.219017	180.791524	47.066667
4363.057180	180.817233	47.083333
4363.057180	180.817233	47.100000
4363.219017	180.791524	47.116667
4363.057555	180.442331	47.133333
4363.057555	180.442331	47.150000
4363.219017	180.791524	47.166667
4363.057180	180.817233	47.183333
4362.895343	180.842943	47.200000
4363.218642	181.166496	47.216667
4363.219392	180.416620	47.233333
4363.219017	180.791524	47.250000
4363.219392	180.416620	47.266667
4363.219392	180.416620	47.283333
4362.895718	180.468042	47.300000
4363.057555	180.442331	47.316667
4363.219017	180.791524	47.333333
4363.057555	180.442331	47.350000
4363.219017	180.791524	47.366667
4363.057180	180.817233	47.383333
4363.219017	180.791524	47.400000
4363.057555	180.442331	47.416667
4363.057555	180.442331	47.433333
4363.057555	180.442331	47.450000
4363.219017	180.791524	47.466667
4363.219392	180.416620	47.483333
4363.057180	180.817233	47.500000
4363.057555	180.442331	47.516667
4362.895343	180.842943	47.533333
4363.380854	180.765815	47.550000
4363.057555	180.442331	47.566667
4363.057555	180.442331	47.583333
4362.895343	180.842943	47.600000
4363.219017	180.791524	47.616667
4363.219392	180.416620	47.633333
4363.219392	180.416620	47.650000
4362.895718	180.468042	47.666667
4363.057180	180.817233	47.683333
4363.057180	180.817233	47.700000
4363.380854	180.765815	47.716667
4363.057555	180.442331	47.733333
4363.219392	180.416620	47.750000
4362.895718	180.468042	47.766667
4363.219017	180.791524	47.783333
4363.219017	180.791524	47.800000
4362.895718	180.468042	47.816667
4363.219392	180.416620	47.833333
4363.057555	180.442331	47.850000
4363.219392	180.416620	47.866667
4363.057930	180.067497	47.883333
4363.057555	180.442331	47.900000
4363.057555	180.442331	47.916667
4363.380854	180.765815	47.933333
4363.219392	180.416620	47.950000
4362.895718	180.468042	47.966667
4363.057555	180.442331	47.983333
4363.057555	180.442331	48.000000
4363.219392	180.416620	48.016667
4363.057555	180.442331	48.033333
4363.057180	180.817233	48.050000
4363.057180	180.817233	48.066667
4363.381229	180.390910	48.083333
4362.895718	180.468042	48.100000
4363.219392	180.416620	48.116667
4362.895718	180.468042	48.133333
4363.219392	180.416620	48.150000
4363.057555	180.442331	48.166667
4363.219392	180.416620	48.183333
4363.219392	180.416620	48.200000
4363.057555	180.442331	48.216667
4363.057555	180.442331	48.233333
4363.219767	180.041785	48.250000
4363.057555	180.442331	48.266667
4363.219392	180.416620	48.283333
4363.057555	180.442331	48.300000
4363.057555	180.442331	48.316667
4363.057930	180.067497	48.333333
4363.219392	180.416620	48.350000
4363.057555	180.442331	48.366667
4363.219392	180.416620	48.383333
4363.057555	180.442331	48.400000
4363.057555	180.442331	48.416667
4363.219392	180.416620	48.433333
4363.057555	180.442331	48.450000
4363.219392	180.416620	48.466667
4363.057555	180.442331	48.483333
4363.057555	180.442331	48.500000
4363.219392	180.416620	48.516667
4363.381229	180.390910	48.533333
4362.895718	180.468042	48.550000
4363.057555	180.442331	48.566667
4363.219392	180.416620	48.583333
4362.895718	180.468042	48.600000
4363.057555	180.442331	48.616667
4363.057555	180.442331	48.633333
4363.219392	180.416620	48.650000
4363.057555	180.442331	48.666667
4363.219392	180.416620	48.683333
4363.057930	180.067497	48.700000
4363.219392	180.416620	48.716667
4363.057555	180.442331	48.733333
4363.219392	180.416620	48.750000
4363.057555	180.442331	48.766667
4363.057555	180.442331	48.783333
4363.057555	180.442331	48.800000
4363.219392	180.416620	48.816667
4363.057930	180.067497	48.833333
4363.219392	180.416620	48.850000
4363.057930	180.067497	48.866667
4363.057555	180.442331	48.883333
